iucn,IUCN Category,spec,Species,cou,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ISL,Iceland,NBR,Number,0,Units,,,5,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,ISL,Iceland,PC,Percentage,0,Units,,,44,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,ISL,Iceland,PC,Percentage,0,Units,,,12,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,IRL,Ireland,NBR,Number,0,Units,,,404,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,IRL,Ireland,NBR,Number,0,Units,,,376,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,28,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,IRL,Ireland,NBR,Number,0,Units,,,391,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,IRL,Ireland,NBR,Number,0,Units,,,376,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,15,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,1,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,4,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,5,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,1,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,4,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,IRL,Ireland,NBR,Number,0,Units,,,0,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,IRL,Ireland,NBR,Number,0,Units,,,1,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,101,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,IRL,Ireland,NBR,Number,0,Units,,,5,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,IRL,Ireland,PC,Percentage,0,Units,,,2,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,IRL,Ireland,PC,Percentage,0,Units,,,27,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,IRL,Ireland,PC,Percentage,0,Units,,,0,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,IRL,Ireland,PC,Percentage,0,Units,,,33,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,PC,Percentage,0,Units,,,10,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,IRL,Ireland,PC,Percentage,0,Units,,,18,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,IRL,Ireland,PC,Percentage,0,Units,,,0,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,IRL,Ireland,PC,Percentage,0,Units,,,33,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,IRL,Ireland,PC,Percentage,0,Units,,,10,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,IRL,Ireland,PC,Percentage,0,Units,,,33,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,ITA,Italy,NBR,Number,0,Units,,,641,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,0,Units,,,544,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ITA,Italy,NBR,Number,0,Units,,,97,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,ITA,Italy,NBR,Number,0,Units,,,6,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,ITA,Italy,NBR,Number,0,Units,,,11,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,ITA,Italy,NBR,Number,0,Units,,,8,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,ITA,Italy,NBR,Number,0,Units,,,25,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,ITA,Italy,PC,Percentage,0,Units,,,18,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,ITA,Italy,PC,Percentage,0,Units,,,24,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,ITA,Italy,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,ITA,Italy,PC,Percentage,0,Units,,,32,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,ITA,Italy,PC,Percentage,0,Units,,,7,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,ITA,Italy,PC,Percentage,0,Units,,,26,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,JPN,Japan,NBR,Number,0,Units,,,400,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,JPN,Japan,NBR,Number,0,Units,,,71,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,JPN,Japan,NBR,Number,0,Units,,,54,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,JPN,Japan,NBR,Number,0,Units,,,44,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,JPN,Japan,NBR,Number,0,Units,,,169,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,JPN,Japan,PC,Percentage,0,Units,,,21,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,JPN,Japan,PC,Percentage,0,Units,,,14,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,JPN,Japan,PC,Percentage,0,Units,,,37,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,JPN,Japan,PC,Percentage,0,Units,,,38,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,JPN,Japan,PC,Percentage,0,Units,,,26,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,JPN,Japan,PC,Percentage,0,Units,,,42,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,1290,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,13,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,13,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,4,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,4,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,7,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,7,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,KOR,Korea,NBR,Number,0,Units,,,24,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,24,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,KOR,Korea,PC,Percentage,0,Units,,,11,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,KOR,Korea,PC,Percentage,0,Units,,,10,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,KOR,Korea,PC,Percentage,0,Units,,,16,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,KOR,Korea,PC,Percentage,0,Units,,,25,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,KOR,Korea,PC,Percentage,0,Units,,,5,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,KOR,Korea,PC,Percentage,0,Units,,,2,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,43,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,43,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,27,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,27,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,1,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,1,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,3,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,3,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,8,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,8,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,12,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,12,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,1,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,1,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,3,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,3,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,8,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,8,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,354,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,LUX,Luxembourg,NBR,Number,0,Units,,,12,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,NBR,Number,0,Units,,,12,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,LUX,Luxembourg,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,LUX,Luxembourg,PC,Percentage,0,Units,,,33,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,LUX,Luxembourg,PC,Percentage,0,Units,,,29,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,PC,Percentage,0,Units,,,27,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,LUX,Luxembourg,PC,Percentage,0,Units,,,28,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,PC,Percentage,0,Units,,,28,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,PC,Percentage,0,Units,,,29,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,LUX,Luxembourg,PC,Percentage,0,Units,,,44,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,LUX,Luxembourg,PC,Percentage,0,Units,,,44,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,2763,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,85,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,14,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,76,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,175,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,44,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,3,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,30,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,,,82,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,MEX,Mexico,NBR,Number,0,Units,,,97,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,MEX,Mexico,NBR,Number,0,Units,,,112,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,,,49,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,349,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,MEX,Mexico,NBR,Number,0,Units,,,77,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,MEX,Mexico,PC,Percentage,0,Units,,,27,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,MEX,Mexico,PC,Percentage,0,Units,,,21,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,MEX,Mexico,PC,Percentage,0,Units,,,17,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,MEX,Mexico,PC,Percentage,0,Units,,,12,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,PC,Percentage,0,Units,,,2,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,MEX,Mexico,PC,Percentage,0,Units,,,6,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,MEX,Mexico,PC,Percentage,0,Units,,,52,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,MEX,Mexico,PC,Percentage,0,Units,,,43,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,MEX,Mexico,PC,Percentage,0,Units,,,21,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,MEX,Mexico,PC,Percentage,0,Units,,,17,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,MEX,Mexico,PC,Percentage,0,Units,,,2,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,97,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,57,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,40,,
TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,,,16,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,97,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,57,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,40,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,5,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,3,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,2,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,4,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,3,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,1,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,14,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,4,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,10,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,23,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,10,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,13,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,5,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,3,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,2,,
CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,,,2,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,4,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,3,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,1,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,14,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,4,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,10,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,NLD,Netherlands,NBR,Number,0,Units,,,23,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,NLD,Netherlands,NBR,Number,0,Units,,,10,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,NLD,Netherlands,NBR,Number,0,Units,,,13,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,NLD,Netherlands,PC,Percentage,0,Units,,,21,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,NLD,Netherlands,PC,Percentage,0,Units,,,24,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,NLD,Netherlands,PC,Percentage,0,Units,,,71,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,NLD,Netherlands,PC,Percentage,0,Units,,,44,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,PC,Percentage,0,Units,,,26,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,NLD,Netherlands,PC,Percentage,0,Units,,,24,,
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,NLD,Netherlands,PC,Percentage,0,Units,,,18,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,NLD,Netherlands,PC,Percentage,0,Units,,,33,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,NLD,Netherlands,PC,Percentage,0,Units,,,24,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MARINE_F,Marine Fish,NLD,Netherlands,PC,Percentage,0,Units,,,18,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,NLD,Netherlands,PC,Percentage,0,Units,,,33,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,NZL,New Zealand,NBR,Number,0,Units,,,75,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,NZL,New Zealand,NBR,Number,0,Units,,,54,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,NZL,New Zealand,NBR,Number,0,Units,,,6,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,NZL,New Zealand,NBR,Number,0,Units,,,4,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,NZL,New Zealand,NBR,Number,0,Units,,,12,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,NZL,New Zealand,NBR,Number,0,Units,,,10,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,NZL,New Zealand,NBR,Number,0,Units,,,65,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,NZL,New Zealand,NBR,Number,0,Units,,,37,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,NZL,New Zealand,NBR,Number,0,Units,,,1,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,0,Units,,,328,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,NZL,New Zealand,NBR,Number,0,Units,,,22,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,NZL,New Zealand,PC,Percentage,0,Units,,,27,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,NZL,New Zealand,PC,Percentage,0,Units,,,30,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,NZL,New Zealand,PC,Percentage,0,Units,,,35,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,NZL,New Zealand,PC,Percentage,0,Units,,,25,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,PC,Percentage,0,Units,,,13,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,NZL,New Zealand,PC,Percentage,0,Units,,,41,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,312,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,278,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,NOR,Norway,NBR,Number,0,Units,,,50,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,196,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,176,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,NOR,Norway,NBR,Number,0,Units,,,33,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,4,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,4,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,1,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,1,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,2,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,2,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,7,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,7,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,4,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,4,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,1,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,1,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,2,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,2,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,,,17,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,NOR,Norway,NBR,Number,0,Units,,,46,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,NOR,Norway,NBR,Number,0,Units,,,1,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,246,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,NOR,Norway,NBR,Number,0,Units,,,7,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,NOR,Norway,NBR,Number,0,Units,,,7,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,NOR,Norway,PC,Percentage,0,Units,,,19,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,NOR,Norway,PC,Percentage,0,Units,,,17,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,NOR,Norway,PC,Percentage,0,Units,,,17,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,NOR,Norway,PC,Percentage,0,Units,,,8,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,NOR,Norway,PC,Percentage,0,Units,,,2,,
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,NOR,Norway,PC,Percentage,0,Units,,,3,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,NOR,Norway,PC,Percentage,0,Units,,,23,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,NOR,Norway,PC,Percentage,0,Units,,,20,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,NOR,Norway,PC,Percentage,0,Units,,,17,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,NOR,Norway,PC,Percentage,0,Units,,,18,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,NOR,Norway,PC,Percentage,0,Units,,,4,,
